,carat,cut,color,clarity,depth,table,x,y,z,color_n,price_predicted
264,1.51,3-Very Good,1-J,5-VS1,61.4,57.0,7.3,7.38,4.51,0,5318.815154189925
265,1.21,5-Ideal,3-H,6-VVS2,61.3,56.0,6.85,6.89,4.21,2,4506.192673412539
266,0.7,5-Ideal,5-F,3-SI1,61.5,57.0,5.67,5.74,3.51,4,3693.570192635153
267,0.53,5-Ideal,2-I,4-VS2,62.2,56.0,5.15,5.2,3.22,1,4912.503913801233
268,0.46,5-Ideal,6-E,5-VS1,61.9,55.0,4.94,4.97,3.06,5,3287.25895224646
269,0.41,5-Ideal,4-G,8-IF,61.7,56.0,4.79,4.81,2.96,3,4099.881433023846
270,0.37,3-Very Good,5-F,4-VS2,61.0,58.0,4.61,4.63,2.82,4,3693.570192635153
271,0.58,5-Ideal,5-F,2-SI2,60.9,57.0,5.4,5.44,3.3,4,3693.570192635153
272,0.72,4-Premium,5-F,3-SI1,59.5,62.0,5.85,5.74,3.45,4,3693.570192635153
273,1.5,2-Good,4-G,3-SI1,58.4,65.0,7.45,7.41,4.34,3,4099.881433023846
274,1.31,3-Very Good,3-H,4-VS2,61.4,59.0,6.96,7.01,4.29,2,4506.192673412539
275,1.0,3-Very Good,7-D,3-SI1,62.1,58.0,6.34,6.45,3.97,6,2880.947711857767
276,0.41,4-Premium,4-G,7-VVS1,60.3,60.0,4.78,4.74,2.87,3,4099.881433023846
277,0.38,5-Ideal,5-F,7-VVS1,61.0,57.0,4.67,4.71,2.86,4,3693.570192635153
278,0.35,4-Premium,6-E,7-VVS1,60.7,59.0,4.58,4.55,2.77,5,3287.25895224646
279,0.3,4-Premium,7-D,4-VS2,61.7,58.0,4.32,4.3,2.66,6,2880.947711857767
280,1.13,5-Ideal,2-I,5-VS1,61.6,54.0,6.72,6.74,4.15,1,4912.503913801233
281,0.37,4-Premium,6-E,6-VVS2,60.9,59.0,4.61,4.65,2.82,5,3287.25895224646
282,0.39,4-Premium,4-G,6-VVS2,60.7,61.0,4.73,4.7,2.86,3,4099.881433023846
283,0.5,2-Good,7-D,3-SI1,63.9,56.0,5.02,4.93,3.18,6,2880.947711857767
284,0.31,5-Ideal,6-E,4-VS2,61.5,56.0,4.39,4.42,2.71,5,3287.25895224646
285,1.72,2-Good,7-D,2-SI2,63.4,62.0,7.53,7.59,4.79,6,2880.947711857767
286,1.27,5-Ideal,3-H,3-SI1,59.8,57.0,7.08,7.01,4.22,2,4506.192673412539
287,1.0,2-Good,7-D,4-VS2,62.8,61.0,6.31,6.34,3.97,6,2880.947711857767
288,1.59,4-Premium,2-I,4-VS2,59.9,60.0,7.61,7.57,4.55,1,4912.503913801233
289,0.38,3-Very Good,5-F,4-VS2,60.9,56.0,4.67,4.72,2.86,4,3693.570192635153
290,2.39,5-Ideal,1-J,5-VS1,62.1,57.0,8.53,8.57,5.31,0,5318.815154189925
291,1.01,4-Premium,5-F,3-SI1,62.2,59.0,6.36,6.41,3.97,4,3693.570192635153
292,0.31,4-Premium,3-H,7-VVS1,62.6,58.0,4.33,4.29,2.7,2,4506.192673412539
293,2.05,5-Ideal,1-J,5-VS1,61.8,58.0,8.12,8.16,5.03,0,5318.815154189925
294,0.7,2-Good,5-F,3-SI1,61.1,61.0,5.68,5.71,3.48,4,3693.570192635153
295,1.01,1-Fair,2-I,1-I1,56.1,63.0,6.7,6.65,3.74,1,4912.503913801233
296,1.55,3-Very Good,3-H,4-VS2,63.3,56.0,7.38,7.32,4.65,2,4506.192673412539
297,0.33,4-Premium,6-E,7-VVS1,59.7,58.0,4.49,4.52,2.69,5,3287.25895224646
298,1.51,4-Premium,6-E,3-SI1,62.9,62.0,7.31,7.21,4.57,5,3287.25895224646
299,0.26,3-Very Good,7-D,6-VVS2,59.1,59.0,4.21,4.28,2.51,6,2880.947711857767
300,1.01,4-Premium,7-D,3-SI1,59.8,54.0,6.6,6.5,3.93,6,2880.947711857767
301,0.42,3-Very Good,7-D,3-SI1,60.2,57.0,4.85,4.89,2.93,6,2880.947711857767
302,1.03,4-Premium,3-H,1-I1,62.9,59.0,6.41,6.3,4.0,2,4506.192673412539
303,1.57,5-Ideal,2-I,2-SI2,62.6,58.0,7.38,7.41,4.63,1,4912.503913801233
304,1.01,3-Very Good,4-G,5-VS1,63.1,55.0,6.34,6.37,4.01,3,4099.881433023846
305,2.51,4-Premium,1-J,2-SI2,59.3,58.0,8.87,8.83,5.25,0,5318.815154189925
306,0.7,3-Very Good,7-D,3-SI1,63.2,55.0,5.62,5.65,3.56,6,2880.947711857767
307,0.95,5-Ideal,4-G,4-VS2,61.6,56.0,6.34,6.3,3.89,3,4099.881433023846
308,0.32,5-Ideal,6-E,2-SI2,62.7,55.0,4.39,4.42,2.76,5,3287.25895224646
309,1.25,4-Premium,1-J,2-SI2,62.3,59.0,6.82,6.86,4.26,0,5318.815154189925
310,2.26,4-Premium,2-I,2-SI2,62.0,58.0,8.4,8.37,5.2,1,4912.503913801233
311,0.28,5-Ideal,4-G,8-IF,60.9,57.0,4.24,4.27,2.59,3,4099.881433023846
312,1.52,5-Ideal,2-I,3-SI1,61.4,57.0,7.4,7.43,4.55,1,4912.503913801233
313,0.4,2-Good,7-D,5-VS1,56.3,59.0,4.94,4.97,2.79,6,2880.947711857767
314,1.7,3-Very Good,5-F,2-SI2,63.4,57.0,7.54,7.57,4.79,4,3693.570192635153
315,2.01,2-Good,1-J,2-SI2,63.4,59.0,7.95,7.99,5.05,0,5318.815154189925
316,0.3,5-Ideal,7-D,4-VS2,62.2,54.0,4.31,4.28,2.67,6,2880.947711857767
317,0.55,3-Very Good,6-E,4-VS2,61.6,60.0,5.23,5.27,3.23,5,3287.25895224646
318,0.33,4-Premium,6-E,7-VVS1,59.7,58.0,4.52,4.49,2.69,5,3287.25895224646
319,1.16,5-Ideal,4-G,6-VVS2,62.0,56.0,6.75,6.71,4.17,3,4099.881433023846
320,1.51,3-Very Good,1-J,3-SI1,62.9,59.0,7.25,7.29,4.57,0,5318.815154189925
321,0.29,5-Ideal,5-F,5-VS1,61.6,56.0,4.26,4.31,2.64,4,3693.570192635153
322,0.7,3-Very Good,6-E,5-VS1,63.4,57.0,5.63,5.67,3.58,5,3287.25895224646
323,0.39,4-Premium,3-H,2-SI2,61.2,58.0,4.51,6.02,4.44,2,4506.192673412539
324,0.52,5-Ideal,6-E,4-VS2,61.2,56.0,5.2,5.16,3.17,5,3287.25895224646
325,2.17,4-Premium,3-H,3-SI1,59.9,61.0,8.39,8.38,5.02,2,4506.192673412539
326,1.37,5-Ideal,3-H,5-VS1,63.8,56.0,7.01,6.98,4.46,2,4506.192673412539
327,0.3,3-Very Good,5-F,7-VVS1,61.0,57.0,4.33,4.36,2.65,4,3693.570192635153
328,1.06,4-Premium,7-D,2-SI2,61.6,61.0,6.59,6.53,4.04,6,2880.947711857767
329,0.32,5-Ideal,6-E,7-VVS1,60.9,57.0,4.42,4.45,2.7,5,3287.25895224646
330,0.32,4-Premium,4-G,4-VS2,61.0,59.0,4.42,4.46,2.71,3,4099.881433023846
331,0.2,4-Premium,7-D,4-VS2,61.7,60.0,3.77,3.72,2.31,6,2880.947711857767
332,0.7,5-Ideal,3-H,4-VS2,61.1,57.0,5.71,5.74,3.5,2,4506.192673412539
333,0.53,5-Ideal,6-E,5-VS1,61.5,57.0,5.22,5.25,3.22,5,3287.25895224646
334,0.71,5-Ideal,2-I,7-VVS1,62.4,55.0,5.69,5.76,3.57,1,4912.503913801233
335,1.16,5-Ideal,4-G,7-VVS1,61.9,55.0,6.75,6.78,4.19,3,4099.881433023846
336,1.01,4-Premium,6-E,3-SI1,59.2,60.0,6.56,6.51,3.87,5,3287.25895224646
337,0.4,5-Ideal,4-G,6-VVS2,62.6,53.0,4.72,4.77,2.97,3,4099.881433023846
338,1.51,2-Good,5-F,2-SI2,62.9,55.0,7.22,7.28,4.56,4,3693.570192635153
339,1.04,3-Very Good,2-I,2-SI2,61.6,58.0,6.47,6.58,4.02,1,4912.503913801233
340,0.37,5-Ideal,2-I,3-SI1,60.7,60.0,4.6,4.62,2.8,1,4912.503913801233
341,0.37,4-Premium,5-F,4-VS2,60.5,59.0,4.62,4.67,2.81,4,3693.570192635153
342,0.64,2-Good,3-H,5-VS1,61.8,60.3,5.47,5.53,3.4,2,4506.192673412539
343,2.01,3-Very Good,2-I,3-SI1,60.8,60.0,8.12,8.15,4.95,1,4912.503913801233
344,1.29,5-Ideal,4-G,4-VS2,62.5,57.0,6.89,6.92,4.35,3,4099.881433023846
345,1.01,3-Very Good,4-G,6-VVS2,63.4,55.0,6.41,6.34,4.04,3,4099.881433023846
346,2.01,4-Premium,3-H,3-SI1,62.7,59.0,8.08,8.03,5.05,2,4506.192673412539
347,0.51,3-Very Good,1-J,3-SI1,63.3,56.0,5.12,5.02,3.21,0,5318.815154189925
348,0.53,3-Very Good,6-E,4-VS2,63.5,59.0,5.17,5.13,3.27,5,3287.25895224646
349,1.01,3-Very Good,4-G,4-VS2,63.0,56.0,6.35,6.41,4.02,3,4099.881433023846
350,0.31,4-Premium,6-E,7-VVS1,62.0,59.0,4.34,4.3,2.68,5,3287.25895224646
351,0.36,5-Ideal,4-G,7-VVS1,60.0,56.0,4.66,4.69,2.81,3,4099.881433023846
352,0.31,4-Premium,3-H,5-VS1,61.4,61.0,4.36,4.33,2.67,2,4506.192673412539
353,0.77,4-Premium,4-G,6-VVS2,60.8,59.0,5.96,5.92,3.61,3,4099.881433023846
354,1.5,4-Premium,3-H,3-SI1,61.0,60.0,7.33,7.27,4.45,2,4506.192673412539
355,0.45,3-Very Good,6-E,2-SI2,63.2,54.0,4.94,4.82,3.09,5,3287.25895224646
356,0.57,5-Ideal,5-F,2-SI2,62.2,53.0,5.34,5.4,3.34,4,3693.570192635153
357,1.01,2-Good,2-I,2-SI2,61.8,62.0,6.28,6.35,3.9,1,4912.503913801233
358,0.71,1-Fair,4-G,2-SI2,65.6,61.0,5.46,5.37,3.55,3,4099.881433023846
359,0.72,5-Ideal,3-H,2-SI2,61.8,55.0,5.79,5.76,3.57,2,4506.192673412539
360,0.55,5-Ideal,3-H,8-IF,61.9,56.0,5.26,5.34,3.26,2,4506.192673412539
361,1.01,2-Good,5-F,3-SI1,63.5,59.0,6.3,6.39,4.03,4,3693.570192635153
362,0.32,4-Premium,3-H,5-VS1,61.6,59.0,4.37,4.39,2.7,2,4506.192673412539
363,0.94,4-Premium,6-E,2-SI2,62.4,58.0,6.33,6.26,3.93,5,3287.25895224646
364,1.13,5-Ideal,5-F,5-VS1,60.9,57.0,6.73,6.76,4.11,4,3693.570192635153
365,0.6,2-Good,6-E,5-VS1,58.1,63.0,5.53,5.63,3.24,5,3287.25895224646
366,1.01,5-Ideal,7-D,3-SI1,61.2,57.0,6.44,6.47,3.95,6,2880.947711857767
367,0.52,3-Very Good,2-I,6-VVS2,61.9,56.0,5.16,5.18,3.2,1,4912.503913801233
368,0.3,5-Ideal,3-H,8-IF,62.2,54.0,4.34,4.37,2.71,2,4506.192673412539
369,0.42,4-Premium,4-G,3-SI1,61.7,58.0,4.8,4.76,2.95,3,4099.881433023846
370,0.33,5-Ideal,4-G,8-IF,61.7,55.0,4.45,4.47,2.75,3,4099.881433023846
371,0.33,4-Premium,3-H,8-IF,61.7,59.0,4.45,4.43,2.74,2,4506.192673412539
372,0.52,4-Premium,4-G,6-VVS2,61.2,59.0,5.14,5.16,3.15,3,4099.881433023846
373,1.07,5-Ideal,4-G,8-IF,61.5,57.0,6.59,6.54,4.04,3,4099.881433023846
374,0.43,4-Premium,4-G,7-VVS1,60.9,58.0,4.88,4.91,2.98,3,4099.881433023846
375,0.51,5-Ideal,6-E,5-VS1,60.9,56.0,5.16,5.22,3.16,5,3287.25895224646
376,0.3,4-Premium,3-H,6-VVS2,61.0,61.0,4.32,4.3,2.63,2,4506.192673412539
377,0.31,5-Ideal,6-E,5-VS1,61.8,56.0,4.33,4.34,2.68,5,3287.25895224646
378,0.4,5-Ideal,2-I,5-VS1,61.2,56.0,4.76,4.82,2.93,1,4912.503913801233
379,0.7,4-Premium,7-D,3-SI1,58.8,59.0,5.86,5.84,3.44,6,2880.947711857767
380,1.2,5-Ideal,1-J,2-SI2,62.5,57.0,6.8,6.74,4.23,0,5318.815154189925
381,0.33,4-Premium,3-H,5-VS1,61.5,58.0,4.39,4.46,2.72,2,4506.192673412539
382,0.74,2-Good,3-H,4-VS2,57.5,57.0,5.94,6.01,3.44,2,4506.192673412539
383,0.42,5-Ideal,5-F,7-VVS1,62.0,55.0,4.8,4.84,2.99,4,3693.570192635153
384,0.41,5-Ideal,4-G,5-VS1,61.6,57.0,4.77,4.74,2.93,3,4099.881433023846
385,0.39,5-Ideal,5-F,5-VS1,62.3,57.0,4.65,4.69,2.91,4,3693.570192635153
386,1.5,3-Very Good,3-H,3-SI1,62.9,57.0,7.24,7.28,4.57,2,4506.192673412539
387,0.33,5-Ideal,6-E,4-VS2,61.5,55.0,4.47,4.5,2.76,5,3287.25895224646
388,1.0,5-Ideal,4-G,2-SI2,62.8,57.0,6.37,6.31,3.98,3,4099.881433023846
389,1.23,4-Premium,4-G,4-VS2,61.6,58.0,6.91,6.85,4.24,3,4099.881433023846
390,0.71,5-Ideal,4-G,6-VVS2,61.5,57.0,5.73,5.75,3.53,3,4099.881433023846
391,0.5,4-Premium,4-G,3-SI1,62.2,60.0,5.07,5.03,3.14,3,4099.881433023846
392,0.36,5-Ideal,6-E,6-VVS2,61.9,55.0,4.57,4.61,2.84,5,3287.25895224646
393,0.34,5-Ideal,5-F,7-VVS1,61.7,55.0,4.51,4.5,2.78,4,3693.570192635153
394,0.72,5-Ideal,6-E,2-SI2,62.3,54.0,5.75,5.78,3.59,5,3287.25895224646
395,1.24,5-Ideal,3-H,2-SI2,59.5,61.0,6.98,7.03,4.17,2,4506.192673412539
396,0.43,4-Premium,5-F,7-VVS1,60.3,58.0,4.88,4.91,2.95,4,3693.570192635153
397,0.9,4-Premium,2-I,4-VS2,61.8,59.0,6.15,6.21,3.82,1,4912.503913801233
398,1.11,4-Premium,7-D,1-I1,61.9,58.0,6.63,6.66,4.11,6,2880.947711857767
399,0.52,3-Very Good,6-E,4-VS2,62.3,57.0,5.1,5.17,3.2,5,3287.25895224646
400,1.05,3-Very Good,6-E,3-SI1,62.2,56.0,6.49,6.56,4.06,5,3287.25895224646
401,0.4,5-Ideal,7-D,6-VVS2,61.3,56.0,4.78,4.75,2.92,6,2880.947711857767
402,0.31,5-Ideal,5-F,4-VS2,62.3,57.0,4.34,4.3,2.69,4,3693.570192635153
403,0.43,5-Ideal,5-F,8-IF,62.0,56.0,4.87,4.84,3.01,4,3693.570192635153
404,0.54,5-Ideal,6-E,5-VS1,62.0,56.0,5.26,5.23,3.25,5,3287.25895224646
405,0.65,4-Premium,7-D,6-VVS2,59.9,58.0,5.69,5.63,3.39,6,2880.947711857767
406,0.71,2-Good,2-I,6-VVS2,63.6,57.0,5.69,5.66,3.61,1,4912.503913801233
407,0.31,2-Good,5-F,4-VS2,63.9,56.0,4.29,4.32,2.75,4,3693.570192635153
408,0.51,3-Very Good,6-E,4-VS2,61.3,60.0,5.11,5.16,3.15,5,3287.25895224646
409,0.6,5-Ideal,3-H,2-SI2,61.7,54.0,5.44,5.48,3.37,2,4506.192673412539
410,0.52,5-Ideal,4-G,3-SI1,62.6,56.0,5.16,5.13,3.22,3,4099.881433023846
411,1.54,5-Ideal,1-J,4-VS2,61.9,57.0,7.39,7.5,4.6,0,5318.815154189925
412,0.3,5-Ideal,6-E,6-VVS2,61.7,55.0,4.31,4.28,2.65,5,3287.25895224646
413,0.7,3-Very Good,6-E,4-VS2,61.2,59.0,5.69,5.72,3.49,5,3287.25895224646
414,0.9,5-Ideal,6-E,4-VS2,62.1,57.0,6.15,6.18,3.83,5,3287.25895224646
415,1.01,3-Very Good,7-D,3-SI1,62.9,59.0,6.39,6.43,4.03,6,2880.947711857767
416,1.56,5-Ideal,5-F,3-SI1,61.2,57.0,7.52,7.48,4.59,4,3693.570192635153
417,0.31,5-Ideal,5-F,3-SI1,62.3,56.0,4.32,4.35,2.7,4,3693.570192635153
418,0.39,5-Ideal,4-G,3-SI1,61.4,55.0,4.7,4.74,2.9,3,4099.881433023846
419,1.03,4-Premium,7-D,2-SI2,62.5,54.0,6.5,6.42,4.04,6,2880.947711857767
420,0.7,5-Ideal,6-E,4-VS2,61.4,57.0,5.76,5.8,3.55,5,3287.25895224646
421,1.05,4-Premium,2-I,1-I1,61.8,56.0,6.53,6.48,4.02,1,4912.503913801233
422,0.53,5-Ideal,5-F,4-VS2,61.3,55.0,5.22,5.25,3.21,4,3693.570192635153
423,1.0,4-Premium,5-F,4-VS2,60.7,58.0,6.45,6.36,3.89,4,3693.570192635153
424,0.53,4-Premium,3-H,3-SI1,59.4,60.0,5.26,5.24,3.12,2,4506.192673412539
425,1.0,2-Good,3-H,2-SI2,63.9,55.0,6.41,6.34,4.07,2,4506.192673412539
426,2.02,5-Ideal,3-H,2-SI2,62.7,57.0,8.05,8.0,5.03,2,4506.192673412539
427,1.08,3-Very Good,4-G,2-SI2,63.2,57.0,6.54,6.5,4.12,3,4099.881433023846
428,0.77,5-Ideal,5-F,3-SI1,61.5,56.0,5.89,5.95,3.64,4,3693.570192635153
429,0.33,4-Premium,3-H,4-VS2,60.4,60.0,4.52,4.48,2.72,2,4506.192673412539
430,0.41,5-Ideal,5-F,4-VS2,60.0,56.0,4.82,4.88,2.91,4,3693.570192635153
431,0.3,5-Ideal,5-F,4-VS2,62.1,55.0,4.26,4.31,2.66,4,3693.570192635153
432,1.01,2-Good,6-E,2-SI2,61.4,64.0,6.29,6.42,3.9,5,3287.25895224646
433,0.74,4-Premium,6-E,4-VS2,62.7,58.0,5.77,5.72,3.6,5,3287.25895224646
434,0.55,3-Very Good,6-E,3-SI1,64.2,55.0,5.18,5.2,3.33,5,3287.25895224646
435,0.51,5-Ideal,6-E,5-VS1,62.0,57.0,5.11,5.15,3.18,5,3287.25895224646
436,1.0,3-Very Good,4-G,6-VVS2,62.3,58.0,6.39,6.45,4.0,3,4099.881433023846
437,0.55,3-Very Good,6-E,6-VVS2,60.8,55.0,5.26,5.33,3.22,5,3287.25895224646
438,2.0,5-Ideal,3-H,4-VS2,62.4,55.0,8.03,7.94,4.99,2,4506.192673412539
439,0.32,5-Ideal,6-E,4-VS2,60.2,57.0,4.51,4.46,2.7,5,3287.25895224646
440,0.31,4-Premium,7-D,3-SI1,62.1,58.0,4.33,4.3,2.68,6,2880.947711857767
441,0.34,4-Premium,5-F,4-VS2,60.7,60.0,4.5,4.46,2.72,4,3693.570192635153
442,0.32,5-Ideal,4-G,5-VS1,61.9,55.0,4.43,4.39,2.73,3,4099.881433023846
443,0.7,3-Very Good,2-I,2-SI2,58.8,60.0,5.8,5.83,3.42,1,4912.503913801233
444,0.31,4-Premium,6-E,5-VS1,61.9,58.0,4.31,4.32,2.67,5,3287.25895224646
445,0.73,4-Premium,5-F,2-SI2,59.5,62.0,5.89,5.84,3.49,4,3693.570192635153
446,1.3,4-Premium,5-F,5-VS1,62.5,58.0,6.97,6.94,4.35,4,3693.570192635153
447,0.32,5-Ideal,4-G,8-IF,62.9,55.0,4.41,4.37,2.76,3,4099.881433023846
448,2.01,5-Ideal,3-H,4-VS2,63.0,55.0,8.03,7.97,5.04,2,4506.192673412539
449,0.5,5-Ideal,3-H,3-SI1,61.9,56.0,5.08,5.13,3.16,2,4506.192673412539
450,0.52,3-Very Good,4-G,3-SI1,63.3,57.0,5.11,5.08,3.22,3,4099.881433023846
451,0.73,5-Ideal,4-G,3-SI1,62.1,54.0,5.81,5.76,3.59,3,4099.881433023846
452,1.0,4-Premium,3-H,4-VS2,59.7,59.0,6.57,6.52,3.91,2,4506.192673412539
453,0.53,5-Ideal,4-G,5-VS1,61.5,57.0,5.26,5.21,3.22,3,4099.881433023846
454,0.34,5-Ideal,6-E,3-SI1,62.9,56.0,4.48,4.45,2.81,5,3287.25895224646
455,0.54,5-Ideal,3-H,3-SI1,61.0,56.0,5.24,5.28,3.21,2,4506.192673412539
456,0.73,4-Premium,7-D,4-VS2,60.9,59.0,5.82,5.77,3.53,6,2880.947711857767
457,0.5,5-Ideal,1-J,4-VS2,62.5,53.0,5.09,5.12,3.19,0,5318.815154189925
458,0.33,3-Very Good,4-G,3-SI1,63.2,57.0,4.44,4.39,2.79,3,4099.881433023846
459,2.09,2-Good,2-I,3-SI1,57.9,63.0,8.37,8.46,4.87,1,4912.503913801233
460,0.55,5-Ideal,6-E,5-VS1,61.9,55.0,5.3,5.24,3.25,5,3287.25895224646
461,1.01,5-Ideal,6-E,4-VS2,61.3,57.0,6.49,6.46,3.97,5,3287.25895224646
462,1.26,5-Ideal,4-G,7-VVS1,62.1,57.0,7.01,6.91,4.32,3,4099.881433023846
463,0.5,3-Very Good,6-E,3-SI1,63.3,59.0,5.03,4.99,3.17,5,3287.25895224646
464,0.4,4-Premium,5-F,4-VS2,62.1,58.0,4.71,4.76,2.94,4,3693.570192635153
465,0.61,5-Ideal,6-E,4-VS2,61.4,56.0,5.47,5.51,3.37,5,3287.25895224646
466,0.41,5-Ideal,5-F,6-VVS2,61.7,57.0,4.8,4.73,2.94,4,3693.570192635153
467,0.5,5-Ideal,4-G,4-VS2,61.6,55.0,5.11,5.14,3.16,3,4099.881433023846
468,1.11,4-Premium,6-E,4-VS2,62.2,58.0,6.61,6.64,4.12,5,3287.25895224646
469,1.22,5-Ideal,5-F,4-VS2,62.6,56.0,6.8,6.78,4.25,4,3693.570192635153
470,0.33,5-Ideal,5-F,5-VS1,61.2,56.0,4.46,4.49,2.74,4,3693.570192635153
471,1.51,2-Good,3-H,3-SI1,62.2,61.0,7.25,7.32,4.53,2,4506.192673412539
472,0.71,4-Premium,5-F,3-SI1,60.4,58.0,5.8,5.83,3.51,4,3693.570192635153
473,0.23,5-Ideal,5-F,6-VVS2,60.3,57.0,3.99,4.03,2.42,4,3693.570192635153
474,0.6,4-Premium,6-E,2-SI2,62.0,59.0,5.41,5.37,3.34,5,3287.25895224646
475,0.55,2-Good,2-I,6-VVS2,61.0,61.0,5.32,5.36,3.26,1,4912.503913801233
476,0.91,5-Ideal,5-F,3-SI1,60.2,57.0,6.29,6.34,3.8,4,3693.570192635153
477,1.2,3-Very Good,6-E,3-SI1,61.8,56.0,6.75,6.82,4.19,5,3287.25895224646
478,0.54,5-Ideal,3-H,2-SI2,61.2,56.0,5.27,5.24,3.21,2,4506.192673412539
479,1.09,2-Good,5-F,3-SI1,61.0,64.0,6.58,6.63,4.03,4,3693.570192635153
480,0.49,4-Premium,3-H,2-SI2,59.9,59.0,5.17,5.12,3.08,2,4506.192673412539
481,0.35,5-Ideal,4-G,7-VVS1,61.7,55.0,4.54,4.57,2.81,3,4099.881433023846
482,1.28,4-Premium,4-G,6-VVS2,62.1,58.0,6.96,6.91,4.31,3,4099.881433023846
483,0.39,5-Ideal,2-I,8-IF,62.3,54.0,4.69,4.71,2.93,1,4912.503913801233
484,1.02,2-Good,3-H,2-SI2,63.7,58.0,6.28,6.24,3.99,2,4506.192673412539
485,1.01,2-Good,6-E,2-SI2,63.7,58.0,6.32,6.36,4.04,5,3287.25895224646
486,1.0,2-Good,6-E,3-SI1,63.2,57.0,6.36,6.39,4.03,5,3287.25895224646
487,1.19,4-Premium,3-H,5-VS1,62.4,59.0,6.79,6.73,4.22,2,4506.192673412539
488,1.54,4-Premium,3-H,4-VS2,62.1,62.0,7.38,7.31,4.56,2,4506.192673412539
489,0.57,5-Ideal,4-G,6-VVS2,61.7,56.0,5.3,5.33,3.28,3,4099.881433023846
490,0.91,5-Ideal,4-G,3-SI1,62.1,57.0,6.2,6.23,3.86,3,4099.881433023846
491,2.31,4-Premium,2-I,2-SI2,58.8,58.0,8.7,8.64,5.1,1,4912.503913801233
492,0.6,3-Very Good,4-G,3-SI1,63.5,59.9,5.28,5.3,3.36,3,4099.881433023846
493,0.32,3-Very Good,3-H,7-VVS1,61.2,57.0,4.39,4.42,2.69,2,4506.192673412539
494,1.0,4-Premium,6-E,4-VS2,62.9,58.0,6.36,6.29,3.98,5,3287.25895224646
495,0.42,5-Ideal,6-E,4-VS2,62.1,56.0,4.8,4.77,2.97,5,3287.25895224646
496,0.23,5-Ideal,4-G,8-IF,62.8,55.0,3.93,3.96,2.48,3,4099.881433023846
497,0.23,2-Good,7-D,6-VVS2,61.8,65.0,3.9,3.93,2.42,6,2880.947711857767
498,0.5,5-Ideal,4-G,3-SI1,61.7,57.0,5.06,5.08,3.13,3,4099.881433023846
499,1.02,2-Good,3-H,2-SI2,58.6,64.0,6.32,6.26,3.68,2,4506.192673412539
500,0.7,4-Premium,7-D,5-VS1,61.2,60.0,5.69,5.71,3.49,6,2880.947711857767
501,1.23,3-Very Good,4-G,2-SI2,60.8,59.0,6.88,6.97,4.21,3,4099.881433023846
502,0.3,3-Very Good,4-G,3-SI1,61.6,59.0,4.26,4.28,2.63,3,4099.881433023846
503,1.53,3-Very Good,3-H,3-SI1,63.4,55.0,7.3,7.34,4.64,2,4506.192673412539
504,0.33,5-Ideal,4-G,4-VS2,62.3,55.0,4.42,4.47,2.77,3,4099.881433023846
505,0.57,5-Ideal,7-D,5-VS1,61.1,57.0,5.33,5.37,3.27,6,2880.947711857767
506,0.42,5-Ideal,7-D,3-SI1,62.3,57.0,4.8,4.77,2.98,6,2880.947711857767
507,0.41,5-Ideal,4-G,3-SI1,62.2,56.0,4.77,4.75,2.96,3,4099.881433023846
508,2.01,3-Very Good,2-I,4-VS2,63.8,59.0,7.89,7.85,5.02,1,4912.503913801233
509,0.31,5-Ideal,4-G,6-VVS2,61.8,54.0,4.36,4.38,2.7,3,4099.881433023846
510,1.0,1-Fair,2-I,3-SI1,67.9,62.0,6.19,6.03,4.15,1,4912.503913801233
511,0.31,5-Ideal,6-E,3-SI1,61.1,55.0,4.36,4.41,2.68,5,3287.25895224646
512,0.76,2-Good,1-J,5-VS1,62.6,61.9,5.7,5.75,3.58,0,5318.815154189925
513,0.41,2-Good,6-E,2-SI2,63.5,55.0,4.69,4.73,2.99,5,3287.25895224646
514,1.12,4-Premium,4-G,3-SI1,59.8,58.0,6.79,6.76,4.05,3,4099.881433023846
515,1.08,3-Very Good,5-F,2-SI2,63.3,59.0,6.48,6.44,4.09,4,3693.570192635153
516,0.71,5-Ideal,2-I,6-VVS2,60.7,57.0,5.76,5.8,3.51,1,4912.503913801233
517,0.7,5-Ideal,6-E,3-SI1,61.9,55.0,5.74,5.77,3.56,5,3287.25895224646
518,0.9,4-Premium,1-J,6-VVS2,62.5,61.0,6.15,6.08,3.82,0,5318.815154189925
519,0.33,2-Good,5-F,4-VS2,63.2,56.0,4.39,4.41,2.78,4,3693.570192635153
520,2.45,5-Ideal,5-F,2-SI2,62.0,55.0,8.67,8.64,5.36,4,3693.570192635153
521,0.65,5-Ideal,4-G,5-VS1,60.6,60.0,5.58,5.61,3.39,3,4099.881433023846
522,1.0,3-Very Good,7-D,2-SI2,63.7,55.0,6.32,6.37,4.04,6,2880.947711857767
523,1.02,3-Very Good,6-E,3-SI1,63.1,61.0,6.42,6.35,4.03,5,3287.25895224646
524,1.01,5-Ideal,5-F,2-SI2,60.8,55.0,6.52,6.48,3.95,4,3693.570192635153
525,0.8,2-Good,4-G,3-SI1,63.9,57.0,5.84,5.81,3.72,3,4099.881433023846
526,0.42,5-Ideal,6-E,4-VS2,62.0,55.0,4.82,4.8,2.98,5,3287.25895224646
527,0.44,4-Premium,5-F,2-SI2,62.8,60.0,4.86,4.82,3.04,4,3693.570192635153
528,0.76,5-Ideal,6-E,5-VS1,60.5,56.0,5.94,5.99,3.61,5,3287.25895224646
